Borough Name,Approved On Street,Approved From Street,Approved To Street,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,Approved Sunday Close,Shape_STLe,the Geom,StartDate,EndDate,ApprovedDays
Manhattan,DOMINICK STREET,VARICK STREET,LITTLE 6TH AVENUE,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,348.629477586,"MULTILINESTRING ((-74.00464911398774 40.72492664060101, -74.00589766140003 40.725042414099434))",2021-03-31,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,SPRING STREET,THOMPSON STREET,WEST BROADWAY,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,224.509322838,"MULTILINESTRING ((-74.00193642801193 40.72456830472323, -74.00262193003408 40.72489655470224))",2021-04-01,2022-03-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,BLEECKER STREET,BANK STREET,6th AVENUE,,,,,,,,,,,10:00,20:00,10:00,19:00,238.537643746,"MULTILINESTRING ((-74.00428045197685 40.733408034689354, -74.00456424182013 40.73402614973198))",2021-06-05,2021-06-27,"['Saturday', 'Sunday']"
Manhattan,BLEECKER STREET,BANK STREET,6th AVENUE,,,,,,,,,,,10:00,20:00,10:00,19:00,192.668251789,"MULTILINESTRING ((-74.0039789200553 40.732931540651954, -74.00428045197685 40.733408034689354))",2021-06-05,2021-06-27,"['Saturday', 'Sunday']"
Manhattan,WAVERLY PLACE,7th AVENUE SOUTH,CHRISTOPHER STREET,,,,,,,11:00,23:00,11:00,23:00,11:00,23:00,11:00,23:00,151.803706453,"MULTILINESTRING ((-74.00157736897275 40.73514432822596, -74.00169594102844 40.73555111302093))",2021-04-08,2023-11-29,"['Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,LAFAYETTE STREET,SPRING STREET,KENMARE STREET,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,317.823424221,"MULTILINESTRING ((-73.99776397255444 40.72159263860788, -73.99712559013587 40.722317272683476))",2021-04-12,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,MAC DOUGAL STREET,WEST 4th STREET,WEST 8th STREET,,,,,,,,,,,,,08:30,13:30,253.043696463,"MULTILINESTRING ((-73.99911140348016 40.73164333877122, -73.99960649875429 40.73105977688409))",2021-04-19,2021-12-19,['Sunday']
Manhattan,MAC DOUGAL STREET,WEST 4th STREET,WEST 8th STREET,,,,,,,,,,,,,08:30,13:30,171.682319967,"MULTILINESTRING ((-73.99861515115396 40.73223195122159, -73.99828036530643 40.73262843154771))",2021-04-19,2021-12-19,['Sunday']
Manhattan,MAC DOUGAL STREET,WEST 4th STREET,WEST 8th STREET,,,,,,,,,,,,,08:30,13:30,145.972601916,"MULTILINESTRING ((-73.99828036530643 40.73262843154771, -73.99798960300548 40.7329625073301))",2021-04-19,2021-12-19,['Sunday']
Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,261.094502747,"MULTILINESTRING ((-73.99657503880995 40.72956875364117, -73.99606604031783 40.73017178194385))",2021-04-19,2021-12-19,['Sunday']
Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,246.731315323,"MULTILINESTRING ((-73.99606604031783 40.73017178194385, -73.99556534668154 40.730731735140296))",2021-04-19,2021-12-19,['Sunday']
Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,217.907367672,"MULTILINESTRING ((-73.99556534668154 40.730731735140296, -73.99512151791703 40.731225430022405))",2021-04-19,2021-12-19,['Sunday']
Manhattan,UNIVERSITY PLACE,WEST 4th STREET,EAST 13th STREET,<Null>,,,,,,,,,,<Null>,<Null>,08:30,13:30,248.324796918,"MULTILINESTRING ((-73.99479142852321 40.7316123640747, -73.99430018279712 40.73218238157162))",2021-04-19,2021-12-19,['Sunday']
Manhattan,RIVINGTON STREET,ELDRIDGE STREET,FORSYTH STREET,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,15:00,00:00,15:00,00:00,260.932740114,"MULTILINESTRING ((-73.99150833327835 40.72104411698311, -73.99063208688192 40.7207824230307))",2021-04-21,2022-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,RIVINGTON STREET,ELDRIDGE STREET,ALLEN STREET,,,,,,,18:00,22:45,18:00,23:45,10:00,23:45,10:00,22:45,232.621306855,"MULTILINESTRING ((-73.99063208688192 40.7207824230307, -73.98985743169752 40.720536870329134))",2021-05-01,2021-10-31,"['Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,RIVINGTON STREET,CHRYSTIE STREET,BOWERY,,,,,,,,,,,12:00,00:00,12:00,00:00,146.863364305,"MULTILINESTRING ((-73.99273325151277 40.72141189692492, -73.99223995598302 40.721264810603884))",2021-04-02,2021-12-31,"['Saturday', 'Sunday']"
Manhattan,RIVINGTON STREET,ALLEN STREET,LUDLOW STREET,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,226.720458562,"MULTILINESTRING ((-73.98911637865359 40.7203239392589, -73.98835646599659 40.72009379276289))",2021-04-26,2021-10-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,LUDLOW STREET,STANTON STREET,RIVINGTON STREET,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,451.65781379,"MULTILINESTRING ((-73.98835646599659 40.72009379276289, -73.98777148545251 40.721250835025685))",2021-04-26,2021-10-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,STANTON STREET,ALLEN STREET,LUDLOW STREET,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,152.593690647,"MULTILINESTRING ((-73.98903692285859 40.721632850612544, -73.98852540894548 40.72147803918179))",2021-04-26,2021-10-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,STANTON STREET,ALLEN STREET,LUDLOW STREET,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,12:00,20:00,224.778495247,"MULTILINESTRING ((-73.98852540894548 40.72147803918179, -73.98777148545251 40.721250835025685))",2021-04-26,2021-10-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,IRVING PLACE,EAST 16 STREET,EAST 17 STREET,07:00,14:30,07:00,14:30,07:00,14:30,07:00,14:30,07:00,14:30,,,,,244.612872008,"MULTILINESTRING ((-73.98781933898329 40.73530880329432, -73.98739007268254 40.735895456062366))",2021-09-13,2021-12-23,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,BROADWAY,EAST 23rd STREET,EAST 21st STREET,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,270.181231059,"MULTILINESTRING ((-73.98958547615786 40.739881503545014, -73.98939185143126 40.740608313314375))",2021-04-09,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,WEST 22nd STREET,5th AVENUE,6TH AVENUE,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,17:00,23:00,12:00,23:00,11:00,23:00,1019.49965864,"MULTILINESTRING ((-73.99007294941846 40.74089676959927, -73.99329262515225 40.74225080659832))",2021-04-09,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,EAST 7th STREET,AVENUE A,1st AVENUE,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,696.966721588,"MULTILINESTRING ((-73.98574130467608 40.726991078871215, -73.98353789232773 40.72606930300768))",2021-04-12,2022-04-12,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,EAST 16th STREET,3rd AVENUE,RUTHERFORD PLACE,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,<Null>,<Null>,<Null>,<Null>,456.056813493,"MULTILINESTRING ((-73.98621555925727 40.73463421402533, -73.98477519887066 40.73402884613626))",2021-09-10,2022-06-30,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,RUTHERFORD PLACE,EAST 15th STREET,EAST 17th STREET,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,07:30,15:30,,,,,243.803447162,"MULTILINESTRING ((-73.98436264289434 40.73461987810942, -73.98477519887066 40.73402884613626))",2021-09-10,2022-08-05,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,GRAMERCY PARK EAST,EAST 20th STREET,EAST 21st STREET,08:50,15:30,08:50,15:30,08:50,15:30,08:50,15:30,08:50,15:30,,,,,243.997926798,"MULTILINESTRING ((-73.98539009371882 40.73734855028223, -73.98498407711924 40.73794280615574))",2021-09-13,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,08:00,20:00,,,,,,,,,,,,,266.54842859,"MULTILINESTRING ((-73.97947201317763 40.72748419807873, -73.97900150245239 40.7281222670328))",2021-09-14,2021-12-31,['Monday']
Manhattan,WEST 21 STREET,9th AVENUE,10th AVENUE,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,900.08504728,"MULTILINESTRING ((-74.00226765615747 40.74522337362216, -74.00511003578929 40.74641929857938))",2021-04-09,2023-04-07,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,BROADWAY,WEST 25th STREET,WEST 28th STREET,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,23:00,271.491751031,"MULTILINESTRING ((-73.98901399862052 40.74381217427753, -73.98887178424381 40.74454945965645))",2021-04-09,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,WEST 46 STREET,8th AVENUE,9th AVENUE,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,12:00,23:00,12:00,23:00,899.323895347,"MULTILINESTRING ((-73.9879292980402 40.75980680858667, -73.99076363063075 40.761010290915486))",2021-05-05,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,WEST 32nd STREET,BROADWAY,5TH AVENUE,,,,,,,,,17:00,23:00,12:00,23:00,12:00,23:00,850.480145524,"MULTILINESTRING ((-73.98549891010836 40.747168857430516, -73.98817998992874 40.74830535070467))",2021-04-02,2022-04-03,"['Friday', 'Saturday', 'Sunday']"
Manhattan,WEST 32nd STREET,BROADWAY,5TH AVENUE,,,,,,,,,17:00,23:00,12:00,23:00,12:00,23:00,506.612843282,"MULTILINESTRING ((-73.98549891010836 40.747168857430516, -73.98389973346642 40.74649479596398))",2021-04-02,2022-04-03,"['Friday', 'Saturday', 'Sunday']"
Manhattan,BROADWAY,WEST 53 STREET,WEST 47 STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,269.526131025,"MULTILINESTRING ((-73.98510671819567 40.759420883926595, -73.98483907060616 40.760132120005075))",2021-05-11,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,BROADWAY,WEST 53 STREET,WEST 47 STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,261.28357776,"MULTILINESTRING ((-73.9840526290713 40.761439601668485, -73.98363155631218 40.76208132325978))",2021-05-11,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,BROADWAY,WEST 53 STREET,WEST 47 STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,263.678540235,"MULTILINESTRING ((-73.98321755757456 40.76272370165151, -73.98282051851518 40.76338146254152))",2021-05-11,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,WEST 46th STREET,7th AVENUE,6th AVENUE,14:00,23:00,14:00,23:00,14:00,23:00,14:00,23:00,14:00,23:00,12:00,23:00,12:00,23:00,886.634598172,"MULTILINESTRING ((-73.98225817380461 40.75740389666879, -73.98505259029224 40.75859015746838))",2021-04-20,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,,,,,,,,,,,,,10:00,21:00,259.889394158,"MULTILINESTRING ((-73.98111682924763 40.77424401781312, -73.98066265082058 40.77486821704204))",2021-08-29,2021-11-14,['Sunday']
Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,,,,,,,,,,,,,10:00,21:00,260.862342999,"MULTILINESTRING ((-73.98066265082058 40.77486821704204, -73.98021196883212 40.77549692384125))",2021-08-29,2021-11-14,['Sunday']
Manhattan,AVENUE B,EAST 6th STREET,EAST 14th STREET,08:00,20:00,,,,,,,,,,,,,266.232143232,"MULTILINESTRING ((-73.97900150245239 40.7281222670328, -73.9785387117271 40.72876260653251))",2021-09-14,2021-12-31,['Monday']
Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,164.731992604,"MULTILINESTRING ((-73.96191478733712 40.71594578182586, -73.96229142110052 40.71559604846705))",2021-09-08,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,276.896105231,"MULTILINESTRING ((-73.96079451130204 40.71698937742359, -73.9614258569904 40.71640043085871))",2021-09-08,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,261.03240025,"MULTILINESTRING ((-73.96019941423533 40.7175446341242, -73.96079451130204 40.71698937742359))",2021-09-08,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,259.680876223,"MULTILINESTRING ((-73.95841904828644 40.719205339062356, -73.95901107235736 40.71865295330522))",2021-09-08,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,260.124687046,"MULTILINESTRING ((-73.95782350077714 40.719757108100396, -73.95841904828644 40.719205339062356))",2021-09-08,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,BERRY STREET,BROADWAY,NORTH 12 STREET,08:00,20:00,08:00,20:00,08:00,08:00,08:00,08:00,08:00,20:00,08:00,20:00,08:00,08:00,260.149914963,"MULTILINESTRING ((-73.95722824859014 40.72030915418884, -73.95782350077714 40.719757108100396))",2021-09-08,2021-12-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,COLUMBUS AVENUE,WEST 77th STREET,WEST 68th STREET,,,,,,,,,,,,,10:00,21:00,264.219463156,"MULTILINESTRING ((-73.9773713453687 40.779380793466636, -73.97690602917498 40.78001389830407))",2021-08-29,2021-11-14,['Sunday']
Manhattan,WEST 74 STREET,COLUMBUS AVENUE,CENTRAL PARK WEST,09:30,14:00,09:30,14:00,09:30,14:00,09:30,14:00,09:30,14:00,,,,,898.457562411,"MULTILINESTRING ((-73.97500400555232 40.77754431953167, -73.97783590417781 40.77874726240862))",2021-09-09,2022-06-30,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,WEST 92nd STREET,RIVERSIDE DRIVE,WEST END AVENUE,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,08:00,16:00,,,,,474.711327939,"MULTILINESTRING ((-73.9750775843085 40.79271293785042, -73.976576654321 40.79334516033146))",2021-07-01,2021-07-30,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,WEST 161st STREET,RIVERSIDE DRIVE,FT WASHINGTON AVENUE,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,,,,,740.34879804,"MULTILINESTRING ((-73.94429908180483 40.83709400031699, -73.94664240842376 40.83807471048636))",2021-07-01,2021-08-31,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Brooklyn,JEFFERSON AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,,,,,,,,,12:00,20:00,12:00,20:00,12:00,20:00,817.573875892,"MULTILINESTRING ((-73.92959342052566 40.68565155663106, -73.92667866757819 40.68598720409324))",2021-06-04,2022-10-30,"['Friday', 'Saturday', 'Sunday']"
Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,,,,,,,,,,,,,11:00,20:30,261.733980154,"MULTILINESTRING ((-73.96941832272535 40.795377327113634, -73.96895865139969 40.796005058970685))",2021-04-04,2021-10-31,['Sunday']
Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,,,,,,,,,,,,,11:00,20:30,273.010752445,"MULTILINESTRING ((-73.96895865139969 40.796005058970685, -73.96847917019065 40.7966598363371))",2021-04-04,2021-10-31,['Sunday']
Manhattan,AMSTERDAM AVENUE,WEST 96 STREET,WEST 106th STREET,,,,,,,,,,,,,11:00,20:30,258.414326963,"MULTILINESTRING ((-73.9680410693579 40.79726604025947, -73.96758205118945 40.797883609891834))",2021-04-04,2021-10-31,['Sunday']
Manhattan,EAST 90th STREET,MADISON AVENUE,5th AVENUE,<Null>,<Null>,18:00,20:00,15:00,18:00,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,12:00,14:00,510.7600155,"MULTILINESTRING ((-73.95857097599924 40.78409998832534, -73.95694814675825 40.78343384351988))",2021-05-01,2021-10-30,"['Tuesday', 'Wednesday', 'Sunday']"
Manhattan,EAST 91 STREET,1st AVENUE,2nd AVENUE,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,11:00,15:00,,,,,750.3118406,"MULTILINESTRING ((-73.94942442607069 40.7810754803537, -73.94705208646852 40.780080889813156))",2021-09-13,2022-06-27,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Manhattan,EAST END AVENUE,EAST 83rd STREET,EAST 89TH STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,285.204752383,"MULTILINESTRING ((-73.945269655312 40.77426809375179, -73.94476837263376 40.77495188660466))",2021-06-01,2025-07-01,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,EAST END AVENUE,EAST 83rd STREET,EAST 89TH STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,279.576304457,"MULTILINESTRING ((-73.94476837263376 40.77495188660466, -73.94428097259815 40.77562386842569))",2021-06-01,2025-07-01,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,EAST END AVENUE,EAST 83rd STREET,EAST 89TH STREET,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,262.484601015,"MULTILINESTRING ((-73.94428097259815 40.77562386842569, -73.94382099857619 40.77625377379357))",2021-06-01,2025-07-01,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,EAST 111th STREET,2nd AVENUE,LEXINGTON AVENUE,,,,,,,,,,,10:00,21:00,,,507.098807284,"MULTILINESTRING ((-73.94395057800013 40.795452088878854, -73.94235274790883 40.79477187343725))",2021-07-03,2021-08-28,['Saturday']
Manhattan,WEST 103 STREET,RIVERSIDE DRIVE,BROADWAY,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,473.674583984,"MULTILINESTRING ((-73.9699670289338 40.7997180071164, -73.97146199078104 40.80035020427157))",2021-03-30,2022-03-30,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Manhattan,AMSTERDAM AVENUE,WEST 106th STREET,WEST 110th STREET,,,,,,,,,,,11:00,20:30,11:00,20:30,262.59727005,"MULTILINESTRING ((-73.96476218466267 40.80175816369379, -73.96430388591772 40.80238920054131))",2021-04-03,2021-10-31,"['Saturday', 'Sunday']"
Manhattan,AMSTERDAM AVENUE,WEST 106th STREET,WEST 110th STREET,,,,,,,,,,,11:00,20:30,11:00,20:30,250.021593161,"MULTILINESTRING ((-73.96430388591772 40.80238920054131, -73.96386414403891 40.80298858968513))",2021-04-03,2021-10-31,"['Saturday', 'Sunday']"
Manhattan,OLD BROADWAY,WEST 126th STREET,WEST 125th STREET,,,15:00,20:00,,,15:00,20:00,,,,,,,289.076470094,"MULTILINESTRING ((-73.95783109750954 40.81517260474238, -73.95692090605407 40.81556164417928))",2021-11-30,2022-01-05,"['Tuesday', 'Thursday']"
Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,261.417128157,"MULTILINESTRING ((-73.95678098811459 40.80250399676933, -73.95632402674579 40.803131896524576))",2021-06-25,2021-10-31,"['Friday', 'Saturday', 'Sunday']"
Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,262.012991315,"MULTILINESTRING ((-73.95632402674579 40.803131896524576, -73.95586559118898 40.80376104733888))",2021-06-25,2021-10-31,"['Friday', 'Saturday', 'Sunday']"
Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,281.54879238,"MULTILINESTRING ((-73.95586559118898 40.80376104733888, -73.95537133270348 40.804436417619954))",2021-06-25,2021-10-31,"['Friday', 'Saturday', 'Sunday']"
Manhattan,FREDERICK DOUGLASS BOULEVARD,WEST 112th STREET,WEST 120th STREET,,,,,,,,,17:00,22:00,12:00,22:00,12:00,21:00,282.031428652,"MULTILINESTRING ((-73.95537133270348 40.804436417619954, -73.95487738541227 40.805113436448764))",2021-06-25,2021-10-31,"['Friday', 'Saturday', 'Sunday']"
Brooklyn,EAST 69th STREET,VETERANS AVENUE,AVENUE U,08:30,14:00,08:30,14:00,08:30,14:00,08:30,14:00,08:30,14:00,,,,,531.029428606,"MULTILINESTRING ((-73.91017056550524 40.620003150586754, -73.90893054009202 40.61889334523354))",2021-09-20,2022-06-30,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Queens,60th STREET,BLEECKER STREET,METROPOLITAN AVENUE,10:30,13:30,10:30,13:30,10:30,13:30,10:30,13:30,10:30,13:30,,,,,714.230211904,"MULTILINESTRING ((-73.90489732811201 40.71287333422031, -73.9040555954617 40.71102052697072))",2021-09-20,2022-06-28,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Brooklyn,HOWARD AVENUE,MACON STREET,HALSEY STREET,,,,,,,,,09:00,17:00,,,,,270.456519229,"MULTILINESTRING ((-73.92045038544713 40.685201582894614, -73.9203065046975 40.68446736602858))",2021-05-28,2021-12-17,['Friday']
Brooklyn,DUMONT AVENUE,THOMAS S BOYLAND STREET,STRAUSS STREET,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,259.973114834,"MULTILINESTRING ((-73.91492000005267 40.66327170818085, -73.91400043824126 40.66340898357369))",2021-07-06,2021-08-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
Brooklyn,DUMONT AVENUE,THOMAS S BOYLAND STREET,STRAUSS STREET,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,260.255583332,"MULTILINESTRING ((-73.91400043824126 40.66340898357369, -73.91307988847599 40.66354645888921))",2021-07-06,2021-08-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
Brooklyn,DUMONT AVENUE,THOMAS S BOYLAND STREET,STRAUSS STREET,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,,,,,,,270.103989571,"MULTILINESTRING ((-73.91307988847599 40.66354645888921, -73.91212437302558 40.66368863505117))",2021-07-06,2021-08-19,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']"
Brooklyn,HART STREET,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,07:30,16:00,07:30,16:00,07:30,16:00,07:30,16:00,07:30,16:00,,,,,819.935626409,"MULTILINESTRING ((-73.94026834013316 40.69416490785346, -73.93734478635716 40.69450148620492))",2021-08-30,2022-06-24,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']"
Brooklyn,SHARON STREET,OLIVE STREET,MORGAN AVENUE,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,855.752080228,"MULTILINESTRING ((-73.9386986024583 40.715340110300126, -73.9356165933466 40.71520744871978))",2021-03-31,2022-03-28,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']"
Brooklyn,GRATTAN STREET,BOGART STREET,MORGAN AVENUE,,,,,,,,,,,,,10:00,20:00,459.411114743,"MULTILINESTRING ((-73.93332274709664 40.70540954168765, -73.93170240256329 40.70567324315119))",2021-05-02,2021-09-26,['Sunday']
