,Latitude,Longitude,Restaurant Name,Legal Business Name,Postcode,Food Service Establishment Permit #,Business Address,Landmark District or Building
4193,40.805973,-73.953027,LA DIAGONAL,ADMIRAL SERVICES NY LLC,10026,50057361,"271 WEST 119TH STREET, Manhattan, NY",no
4194,40.635104999999996,-74.023333,Emphasis Restaurant,Petasos Corp.,11209,41101600,"6822 4th Avenue, Brooklyn, NY",no
4195,40.71913,-73.83877,MATIZ LATIN CUISINE,MATIZ LATIN CUISINE CORP,11375,50036511,"11072 QUEENS BLVD, Queens, NY",no
4196,40.762736,-73.989131,Mickey Spillane's,Aura LLC,10019,41647682,"350 West 49th Street, Manhattan, NY",no
4197,40.76998,-73.95751800000001,Ala Turk Inc,Ala Turk Inc,10021,41204031,"1417  2nd Avenue, Manhattan, NY",no
4198,40.701876,-73.881597,Zum Stammtisch inc.,Zum Stammtisch Inc.,11385,40367377,"69-46  myrtle ave, Queens, NY",no
4199,40.650613,-74.004602,L'Wren,L'WREN BK INC,11232,50079143,"4004  5th Ave, Brooklyn, NY",no
4200,40.727066,-73.979774,Dream Baby,162-4 Ave B Bar Inc,10009,50000582,"162-4  Ave B, Manhattan, NY",no
4201,40.712925,-73.95899,JUANCHI'S BURGERS BROOKLYN,MJ BLUE SAGE & CO LLC,11211,50095034,"225 S 1st St, Brooklyn, NY",no
4202,40.711634000000004,-73.993915,Fulltank Moto Cafe,JIMMY PEIRCE,10002,50109050,"49 MONROE STREET, Manhattan, NY",no
4203,40.611738,-74.158831,Sanma Japanese Restaurant,Kiko lucky INC,10314,503734,"10  Akron st, Staten Island, NY",no
4204,40.754951,-73.970663,Barolo east,Barolo East,10017,01/29/2020,"214 e  49th street , Manhattan, NY",no
4205,,,Junzi Kitchen,Junzi Bryant Park LLC,10036,50089064,"135  W 41 st Street, Manhattan, NY",no
4206,40.698962,-73.91277600000001,Newyorktitlan,NEWYORKTITLAN CORP.,11237,50047788,"1525 Gates avenue , Brooklyn, NY",no
4207,40.761866999999995,-73.92518000000001,PIPERI GYRO,ONFOCUS INC,11106,50110185,"3116 BROADWAY, Queens, NY",no
4208,40.745979999999996,-74.000137,Westside Tavern,LILLY COOGANS INC,10011,40648876,"360 West 23rd , Manhattan, NY",no
4209,40.849603,-73.936738,JUNIOR'S SEAFOOD,BOCA CHICA SEAFOOD CORP,10033,41318159,"700 WEST  180 STREET, Manhattan, NY",no
4210,40.733919,-74.00066,Delice & Sarrasin,Delice & Sarrasin llc,10014,50016926,"20 christopher street, Manhattan, NY",yes
4211,40.742694,-73.825455,New Lake Pavilion Restaurant,New Lake Pavilion Inc.,11355,50041477,"60-15  Main Street , Queens, NY",no
4212,40.798751,-73.96695600000001,Arco Cafe,Nuoro LLC,10025,50087864,"886  Amsterdam Ave, Manhattan, NY",no
4213,40.811846,-73.90382,TORI'S MEXICAN CUISINE,TORI'S MEXICAN CUISINE INC,10455,50039613,"859 EAST  149 STREET, Bronx, NY",no
4214,40.745465,-73.981512,ONEONEFOUR BAR &amp; LOUNGE (MARMAR PARK AVE),NOMAD CAFE &amp; CATERING LLC,10016,50042713,"114 EAST   32 STREET, Manhattan, NY",no
4215,40.727159,-74.00035,JANE,NEW JANE LLC,10012,50058139,"100 WEST HOUSTON STREET, Manhattan, NY",yes
4216,40.728359999999995,-73.981866,Westville,"Westville Restaurant, Inc",10009,41231284,"173 Avenue A, Manhattan, NY",no
4217,40.776526000000004,-73.956579,FLEX MUSSELS,"WHEN IT'S CHILE IT'S HOT, INC.",10028,41246004,"174 EAST   82 STREET, Manhattan, NY",no
4218,40.720738,-73.984224,Ooh La La Cafe,MAESTRO COFFEE ROASTER LLC,10002,50106989,"19 CLINTON STREET, Manhattan, NY",no
4219,40.718115000000004,-73.95744,MAMA PHO,BEDFORD MP INC,11249,50053278,"172 BEDFORD AVENUE, Brooklyn, NY",no
4220,40.763721000000004,-73.808025,tavern 157,tippling inc,11354,50045795,"157-12  northern blvd, Queens, NY",no
4221,40.904596999999995,-73.902402,EARLY BIRD COFFE,EARLYBIRD COFFEE INC,10471,50110650,"5628 MOSHOLU AVENUE, Bronx, NY",no
4222,40.732955,-73.955464,ARCHESTRATUS,ARCHESTRATUS BOOKS LLC,11222,50037531,"160 HURON STREET, Brooklyn, NY",no
4223,40.586537,-73.95235,Belarussian Xata Restaurant,Belarusian House Corp,11235,50065121,"1655 Sheepshead Bay Rd, Brooklyn, NY",no
4224,40.59962,-73.949164,PIROSMANI RESTAURANT,PIRVELI INC DBA PIROSMANI,11229,50063760,"2222  Avenue U, Brooklyn, NY",no
4225,40.698952,-73.922628,SOL SIPS,SOL SIPS LLC,11237,50075896,"203 WILSON AVENUE, Brooklyn, NY",no
4226,40.694705,-73.906391,HABANERO,INDUSTRY 1332 CORP,11237,50036447,"1332 HALSEY STREET, Brooklyn, NY",no
4227,40.689105,-73.955067,Black Swan,Bedstuy Black Swan,11205,41399837,"1048 Bedford Avenue, Brooklyn, NY",no
4228,40.741184000000004,-73.98562700000001,THE LITTLE BEET TABLE,"333 FISH TACOS NY 1, LLC",10010,41639964,"333 PARK AVENUE SOUTH, Manhattan, NY",no
4229,40.725881,-73.821436,Annie's kitchen,Annie's kitchen,11367,50087203,"7224 Main Street , Queens, NY",no
4230,40.71913,-73.83877,Matiz latin cuisine,Matiz latin cuisine,11375,50036511,"110 72  queens blvd, Queens, NY",no
4231,40.674974,-73.981481,Negril BK,Cooks & Captains LLC,11215,50059002,"254 5th Ave, Brooklyn, NY",no
4232,40.721713,-74.004347,Gilligan's,Soho Grand Hotel Inc,10013,40513798,"310 west broadway, Manhattan, NY",no
4233,40.853912,-73.85417199999999,Enzo's Restaurant,John Angelo Corp.,10461,50000228,"1998 Williamsbridge RD, Bronx, NY",no
4234,40.761872,-73.92519,BAHARI ESTIATORIO,PSARA CORPORATION,11106,40701605,"31-14 BROADWAY, Queens, NY",no
4235,40.757157,-73.870251,Cafe Rubio Restaurant,Casa Rubio Restaurant Inc.,11368,41336459,"9805 Northern Blvd., Queens, NY",no
4236,40.725311,-73.992478,Von,"Von Design, Ltd",10012,40535399,"3 Bleecker Street, Manhattan, NY",yes
4237,40.739318,-73.990076,WICHCRAFT,"WICHCRAFT OPERATING, LLC",10003,41245735,"11 EAST 20TH STREET, Manhattan, NY",no
4238,40.705801,-73.80953000000001,El Rey Restaurant,2008 El Rey Restaurant corp.,11435,41388342,"147-13 Hillside Ave, Queens, NY",yes
4239,40.717714,-73.997215,THE ORIGINAL VINCENT'S,THE ORIGINAL VINCENT'S ESTABLISHED 1904,10013,41529148,"119 MOTT ST, Manhattan, NY",no
4240,40.746557,-73.89416,Playground,Yingyong Food Corp.,11372,41662341,"71-30  Roosevelt Ave., Queens, NY",no
4241,40.864895000000004,-73.928437,RETAZITOS,MMS EXPRESS INC,10040,50117556,"4730 BROADWAY, Manhattan, NY",no
4242,40.745932,-73.95304,PETEY'S BURGER,PETEYS LIC LLC,11101,41635743,"4646 Vernon Blvd, Queens, NY",no
4243,40.783635,-73.97798,Bettola,Bettola NYC Corp,10024,50086279,"412  Amsterdam Avenue, Manhattan, NY",yes
4244,40.760391999999996,-73.99490300000001,Mr Biggs,Mr Biggs Grill & Bar Inc,10036,41455044,"596 10th Ave, Manhattan, NY",no
4245,40.72039,-73.989379,Sauce Restaurant,Sauce Management LLC,10002,50056213,"78-84 Rivington Street, Manhattan, NY",no
4246,40.714615,-73.999596,Juku,MJK Foods LLC,10013,50069684,"32 Mulberry St, Manhattan, NY",no
4247,40.743057,-73.980083,16 HANDLES,MURRAY HILL FROYO LLC,10016,50090528,"428 3 AVENUE, Manhattan, NY",no
4248,40.645192,-73.995377,Moonrise Bakehouse,Moonrise Enterprises LLC,11219,50100574,"906 40th Street, Brooklyn, NY",no
4249,,,Pitchounette81,H245 st corp,10028,50072628,"245 E81st 81st street, Manhattan, NY",no
4250,40.663790000000006,-73.99091999999999,George Kontolios,GAKK Restaurant Inc.,11215,50043712,"606 5th Ave , Brooklyn, NY",no
4251,40.742948999999996,-73.99646700000001,Arte Cafe,Chelsea 191 Corp,10011,50076167,"191-199 7th Avenue, Manhattan, NY",no
4252,40.622028,-74.02577,Mancinis wood-fired pizza,Mvm pizza llc,11209,50069069,"8504 5 ave, Brooklyn, NY",no
4253,40.625505,-74.030235,Inaka asian fusion,Inaka Japanese 8318 inc,11209,12-23117,"8318 3ave, Brooklyn, NY",no
4254,40.67322,-73.982945,simple loaf bakehouse,simple loaf bakehouse LLC,11215,50090514,"310 5th ave, Brooklyn, NY",no
4255,40.74692,-73.98568,Gopchang Story,GOBCHANG STORY NY INC,10001,50073839,"312 5th ave, 2fl, Manhattan, NY",no
4256,40.761569,-73.98664000000001,West End Bar and Grill,Westside TM,10036,41576850,"813 8th avenue, Manhattan, NY",no
4257,40.714838,-73.99961400000001,Asia Roma,"40 Mulberry Restaurant, Inc.",10013,41541736,"40 Mulberry Street, Manhattan, NY",no
4258,40.827932000000004,-73.924675,Bronx Drafthouse,Harlem Group DR Corp,10452,50048905,"884 Gerard Ave , Bronx, NY",no
4259,40.666491,-73.98852600000001,Hot bagels on 5th,Hot bagels on 5th Corp,11215,50073652,"523 5th  Ave, Brooklyn, NY",yes
4260,40.678922,-73.89582800000001,El Nuevo Bonao Restaurant Corp,El Nuevo Bonao Restaurant Corp,11207,40978593,"123 Jamaica Ave, Brooklyn, NY",no
4261,40.677439,-73.968952,Maison Yaki,626 VAN LLC,11238,50090629,"626  Vanderbilt Ave, Brooklyn, NY",yes
4262,40.624182,-74.030753,Fritebar,NA Frites Inc.,11209,844315812,"8503 3rd Avenue , Brooklyn, NY",no
4263,,,Sean's Bar & Kitchen,Carramore Restaurant Inc,10036,50046316,"38-42W 48th st, Manhattan, NY",no
4264,40.756073,-73.880555,El Paisa Bar,El Paisa cafe inc.,11372,40936721,"87-05 Northern Blvd., Queens, NY",no
4265,40.711728,-73.957887,L'industrie Pizzeria,F & M INDUSTRIE CORP,11211,50060943,"254 S 2nd, Brooklyn, NY",no
4266,40.718941,-74.006522,American Whiskey NYC,B&D Again LLC,10013,40553443,"211 W Broadway, Manhattan, NY",yes
4267,40.774755,-73.954031,ANITA GELATO,ANITA USA INC.,10028,50106054,"1561 2 AVENUE, Manhattan, NY",no
4268,40.677464,-73.987277,Monte's,Dominick's of Carroll street,11215,41587147,"451 Carroll street , Brooklyn, NY",no
4269,40.720834,-73.846602,EL COYOTE,EL COYOTE FOREST HILLS INC.,11375,50014424,"70-09 AUSTIN STREET, Queens, NY",no
4270,40.74479,-73.981818,Umi Sushi,TRADITA JONE INC,10016,50105982,"118 EAST   31 STREET, Manhattan, NY",no
4271,40.883563,-73.898487,CON SABOR LATINO RESTAURANT INC,CON SABOR LATINO RESTAURANT INC,10463,611763064,"3652  BAILEY AVE, Bronx, NY",no
4272,40.67785,-73.74548,Lovell's AfterDark Bar & Lounge,Lovell's AfterDark Bar & Lounge,11413,50011695,"224-01  Merrick Blvd, Queens, NY",yes
4273,40.668184000000004,-73.987117,Sip & Play,JEL CAFE,11215,50100952,"471 5th Ave, Brooklyn, NY",no
4274,40.785097,-73.95572800000001,Pascalou,LLBinc,10128,40394207,"1308 Madison Ave, Manhattan, NY",yes
4275,40.730078999999996,-73.95541899999999,Karczma Restaurant,Karczma inc.,11222,41283191,"136 Greenpoint Ave., Brooklyn, NY",yes
4276,40.762315,-73.770361,Mr.pollo #1,Mr. Pollo #1 inc,11361,50017286,"42-20 Bell boulevard, Queens, NY",no
4277,40.758819,-73.962027,bistro vendome,petiteau inc,10022,41453878,"405 EAST 58TH STREET, Manhattan, NY",no
4278,40.72101,-73.955428,Oaxaca Taqueria,Mccarren Hotel,11249,41672855,"160 North 12th Street, Brooklyn, NY",no
4279,40.722778000000005,-73.99426,Cafe Habana,Cafe Habana Inc,10012,41722632,"17 Prince Street , Manhattan, NY",no
4280,40.719689,-73.959203,Butler,Commonwealth Hospitality LLC,11249,50056970,"101 North 8th Street, Brooklyn, NY",no
4281,40.717848,-73.992825,NOREE THAI BAZAAR,NOREE THAI BAZAAR INC,10002,50084400,"274 GRAND STREET, Manhattan, NY",no
4282,40.756202,-73.92124100000001,SHAKE &amp; BAKE,SHAKE &amp; BAKE NYC INC,11101,50113151,"3423 STEINWAY ST, Queens, NY",no
4283,40.608943,-73.97176,Very Juice Inc,Very Juice Inc,11223,50012443,"422 Avenue P, Brooklyn, NY",no
4284,40.729085999999995,-74.001007,BROOKLYN KOLACHE,BKC MANHATTAN 1 LLC,10012,50110752,"185 BLEECKER STREET, Manhattan, NY",yes
4285,40.717721999999995,-73.962014,BLUE BOTTLE COFFEE,"BLUE BOTTLE COFFEE, INC.",11249,50071561,"76 NORTH    4 STREET, Brooklyn, NY",no
4286,40.729186,-73.981263,BORIS &amp; HORTON,BORIS &amp; HORTON EAST VILLAGE LLC,10009,50073100,"195 AVENUE A, Manhattan, NY",no
4287,,,Stromboli pizza,Stromboli pizza inc,10003,40597409,"83 83 Saint Marks Pl, Manhattan, NY",no
4288,40.642666,-73.90221899999999,TriniJam BK  Roti Bar & Grill,TriniJam LLC,11236,50104907,"9501 Flatlands Avenue, Brooklyn, NY",no
4289,40.76506,-73.771745,Thai101,Batavia NYC2Inc,11361,50000950,"39-15  Bell Blvd, Queens, NY",no
4290,40.807896,-73.92939399999999,Charlies Bar & Kitchen,The Clock Cafe LLC,10454,41636080,"112 Lincoln Ave, Bronx, NY",yes
4291,40.727413,-73.984883,Physical GraffiTea,ilana Malka,10009,41565257,"96  Saint Marks Pl, Manhattan, NY",no
4292,40.811118,-73.95792900000001,MAX SOHA,1274 AMSTERDAM TRATTORIA INC,10027,40813994,"1274 AMSTERDAM AVENUE, Manhattan, NY",no
4293,40.696118,-73.933728,Buntopia,Buntopia BK Inc.,11221,50088686,"994 Broadway, Brooklyn, NY",no
4294,40.765266,-73.987636,The Meatball Shop Hell's Kitchen,798 Ninth Restaurant LLC,10019,50059187,"798 Ninth Ave, Manhattan, NY",no
4295,40.731615999999995,-74.001634,MENKOI SATO,RAMEN BY MEW LLC,10014,50044396,"7 CORNELIA STREET, Manhattan, NY",no
4296,40.704008,-73.918767,Abe's Pagoda Bar,MRSC LLC,11237,50072159,"108 Wyckoff Avenue, Brooklyn, NY",no
4297,,,The Alvin Public House,Hatcoy LLC,7023,50102563,"406 East 64th, Manhattan, NY",no
4298,40.745999,-74.001675,The Meatball Shop Chelsea,"200 Ninth Restaurant, LLC",10011,41678695,"200 Ninth Ave, Manhattan, NY",yes
4299,40.73279,-73.954677,Sama Street,"SIRE Restaurant Group, LLC",11222,50088356,"988 Manhattan Ave, Brooklyn, NY",no
4300,40.682078000000004,-73.836823,Lynx II Lounge,Lynx II Lounge Inc,11417,50001601,"104-07 Liberty Ave, Queens, NY",no
4301,40.734193,-73.992549,Newsbar,"EK1 NY,INC",10003,50099959,"107 UNIVERSITY PLACE , Manhattan, NY",no
4302,40.748674,-73.942323,M. Wells Steakhouse,M. Wells Crescent LLC,11101,41680691,"43-15 Crescent, Queens, NY",no
4303,,,Courtside lounge,5 time champs,11385,41608382,"037040014 6908 Myrtle Avenue, Queens, NY",no
4304,40.718021,-73.989419,SEBASTIAN - CHLOE 81/ FARM HOUSE,L.E.S. RESTAURANT CORP,10002,41468117,"81 LUDLOW STREET, Manhattan, NY",no
4305,40.784077,-73.977659,Caledonia,Brington Road LLC,10024,50055004,"424 Amsterdam Avenue, Manhattan, NY",yes
4306,40.767808,-73.923364,BELLUCCI PIZZA,BELLUCCI PIZZA CORP,11102,50107153,"2904 30TH AVE, Queens, NY",no
4307,40.741009999999996,-73.92172099999999,I Love Paraguay Restaurant,I Love Paraguay Restaurant Corp,11104,41712533,"43-16 Greenpoint Avenue, Queens, NY",no
4308,40.606269,-73.819563,Ruffle Bar,Cifran Corp,11693,41182721,"919 Cross Bay Blvd, Queens, NY",no
4309,40.746263,-73.896907,BABY'S GRILL AND RESTAURANT,Baby's Grill and Restaurant Inc,11377,50015136,"68-28 ROOSEVELT AVENUE, Queens, NY",no
4310,40.73595,-74.00595,Philip Marie,J P G LLC,10014,40664122,"569  Hudson Street, Manhattan, NY",yes
4311,40.701629,-73.923289,Palmetto,Parkside Bar 278 LLC,11237,50090430,"309 Knickerbocker Ave, Brooklyn, NY",no
4312,40.750027,-73.984365,SUITE 36,SWEET 36 HOSPITALITY LLC,10018,50060796,"16 WEST   36 STREET, Manhattan, NY",no
4313,40.761496,-73.924382,Omonia Cafe,Omonia Cafe Inc,11106,41562252,"32-16 Broadway , Queens, NY",no
4314,40.721406,-74.004733,POKE BOWL,POKE HOUSE INC,10013,50100085,"386 CANAL ST, Manhattan, NY",no
4315,40.690833000000005,-73.983452,BK JANI,BK JANI DEKALB LLC,11201,50062558,"445 ALBEE SQUARE WEST, Brooklyn, NY",no
4316,40.733365,-74.000624,Petite Boucherie,Petite Boucherie LLC,10014,50083078,"4 Gay St, Manhattan, NY",yes
4317,,,NUEVO LATINO RESTAURANTE,NUEVO LATINO RESTAURANTE,11368,A0224233,"96-38 CORONA, Queens, NY",no
4318,40.607886,-73.961659,Grill Point,1123 Quentin Grill Corp,11229,50090256,"1123 Quentin Rd, Brooklyn, NY",no
4319,40.634836,-73.896877,CANARSIE BLEND,ABIGAIL CAESAR,11236,50111366,"9202 AVENUE M, Brooklyn, NY",no
4320,40.729884000000006,-73.992993,&pizza,IMA Pizza,10003,50070437,"740 Broadway, Manhattan, NY",no
4321,40.713399,-73.762525,Ncloud69 bar llc,Ncloud69 bar llc,11423,50101071,"197-15  Jamaica ave , Queens, NY",no
4322,40.639363,-74.016276,Casa Vieja Restaurant,Casa Vieja Restaurant,11220,41467407,"6007 5th Avenue, Brooklyn, NY",no
4323,40.833724,-73.945115,El Patio Mexicano,Restaurante la Libertad Corp.,10032,41708279,"3764  Broadway , Manhattan, NY",no
4324,40.721104,-73.996349,Bondi Sushi,"BONDI - 75 KENMARE STREET, LLC",10012,50072908,"75 Kenmare St. , Manhattan, NY",no
4325,40.727152000000004,-73.98618499999999,YUBU,"YUBU, INC.",10003,50111144,"86 EAST    7 STREET, Manhattan, NY",no
4326,40.665269,-73.989572,Sidecar,Sidecar Bar & Grille Inc,11215,41224381,"560  5th Ave, Brooklyn, NY",no
4327,40.676906,-73.742848,Alive Kitchen,The Vegan Detour LLC,11413,50077538,"227-16 Merrick Blvd, Queens, NY",yes
4328,40.69021,-73.814594,M&R Fire Fest,M&R Fire Fest Corp,11419,50088424,"131-23  Liberty Ave, Queens, NY",no
4329,40.73435,-74.00300899999999,Fairfax,George Marcel LLC,10014,50047147,"234  West 4th St, Manhattan, NY",yes
4330,40.757998,-73.98366700000001,Havana Central,"Havana Central NY2, LLC",10036,41117795,"151  West 46th Street, Manhattan, NY",no
4331,40.721389,-74.00171,Le Pain Quotidien Soho,"APQ Soho NY, LLC",10013,50105639,"100 Grand Street , Manhattan, NY",no
4332,40.720137,-73.95527,The Gibson,"BrooklynCraft, INC",11249,41363092,"108 Bedford Ave, Brooklyn, NY",no
4333,40.74586,-73.900733,Three bowls noodle house,Three bowls inc,11377,50079528,"6328  Roosevelt Avenue, Queens, NY",no
4334,40.777677000000004,-73.98204799999999,PIZZA COLLECTIVE,F &amp; V GROUP LTD,10023,50103137,"2060 BROADWAY, Manhattan, NY",yes
4335,40.734342,-73.99377199999999,Strip House,Strip House Restaurants LLC,10003,41629811,"13 E. 12th St., Manhattan, NY",no
4336,40.806452,-73.965048,Hex and Company,JON FREEMAN,10025,50109228,"2911 BROADWAY, Manhattan, NY",no
4337,40.726971,-73.987542,338 E. 6TH REST. INC.,338 E. 6TH REST. INC.,10003,41044592,"338 E 6th St, Manhattan, NY",no
4338,40.686401000000004,-73.954528,Oaxaca,Oaxaca Bedford LLC,11216,50006816,"1116 Bedford Ave, Brooklyn, NY",no
4339,40.768341,-73.963711,SHAKESPEARE &amp; CO,ESPRESSO BOOKSTORE &amp; CAFE 939 LEXINGTON AVENUE LLC,10065,50041697,"939 LEXINGTON AVENUE, Manhattan, NY",no
4340,40.628547999999995,-74.02301,Royal Restaurant,"Finiki Restaurant, Inc",11209,40920280,"7609 5th Ave, Brooklyn, NY",no
4341,40.760559,-73.983991,Playwright tavern,"202 w 49th str .pub,Inc",10019,40801855,"202 west 49th street , Manhattan, NY",no
4342,40.743453,-73.888614,Pata paplean corp,Pata paplean corp,11373,41706222,"76-21 Woodside ave , Queens, NY",no
4343,,,Buttumak,YSEB INC,11364,50008013,"150-05 Northen BLVD, Queens, NY",no
4344,40.703953999999996,-74.01159200000001,JUST SALAD,JUST SALAD 90 BROAD STREET LLC,10004,50017044,"90 BROAD STREET, Manhattan, NY",no
4345,40.687573,-73.98990699999999,Ki sushi,Ikki Japanese Cuisine INC,11201,41190258,"122 Smith street, Brooklyn, NY",no
4346,40.866305,-73.92030799999999,TAQUERIA EMILIO,TAQUERIA EMILIO,10034,50067245,"563  WEST 207TH STREET, Manhattan, NY",no
4347,40.709221,-73.93708000000001,The anchored inn,Micado Brooklyn LLC,11206,41566334,"57  Waterbury st , Brooklyn, NY",no
4348,,,Red Hook Tavern,Hometown Pan Fried Chicken,11231,50088435,"329 Van Brunt, Brooklyn, NY",no
4349,40.762458,-73.986528,The Blue Dog Cookhouse and Bar,Zayn Foodie of NYC LLC,10019,50094588,"308 West 50th Street , Manhattan, NY",no
4350,40.742309000000006,-73.95310400000001,JACKSONS,Andreas Food Corp,11101,47471610,"1037 Jackson Avenue, Queens, NY",no
4351,40.831927,-73.866148,Las Camelias Bar & Restaurant Corp.,Las Camelias Bar & Restaurant Corp.,10472,41176438,"1802 Westchester Avenue, Bronx, NY",no
4352,40.699919,-73.92840100000001,ARCHIES,BLACKSTONE KARAPONOS LLC,11221,50008935,"128 CENTRAL AVENUE, Brooklyn, NY",no
4353,40.730636,-74.006776,Merriweather Coffee + Kitchen,Merriweather Holdings LLC,10014,50052917,"428 Hudson Street, Manhattan, NY",yes
4354,40.693933,-73.961743,The Emerson,Wallabout Enterprises Inc.,11205,41540016,"561 Myrtle Avenue, Brooklyn, NY",no
4355,40.746077,-73.98209200000001,Pret A Manger,Pret A Manger (USA) Limited,10016,41411833,"2 Park Avenue, Manhattan, NY",no
4356,40.753042,-73.871627,Inspa Inc,Inspa Inc,11368,50094769,"35-21 Junction Blvd, Queens, NY",no
4357,40.776720000000005,-73.911551,KX BURGER &amp; BEYOND INC,ONUR SAFAK,11105,50105975,"2904 DITMARS BLVD, Queens, NY",no
4358,40.845766999999995,-73.938592,Seaflower Fish Market,Seaflower Fish Market Inc.,10032,50094145,"4127  Broadway, Manhattan, NY",no
4359,40.76522,-73.987697,Mee Noodle Shop,"Mee759, INC",10019,50034050,"795  9th Avenue, Manhattan, NY",no
4360,40.721090000000004,-73.989423,Ms Yoo,Rebel Allen LLC,10002,50066778,"163 Allen Street, Manhattan, NY",no
4361,40.705196,-73.799274,Don Nico,Pasticcio NYC INC,11432,50038736,"9014 161 Street, Queens, NY",no
4362,40.716945,-74.008088,The Odeon,"The Odeon, Inc",10013,40930101,"143-145  West Broadway, Manhattan, NY",no
4363,40.586377,-73.815617,the rock nyc,the rock,11693,50008539,"9203 rockaway beach blvd, Queens, NY",no
4364,40.761984000000005,-73.829325,THE ATTIC,CMZ INC,11354,50101714,"13693 37TH AVE, Queens, NY",yes
4365,40.765671999999995,-73.91875999999999,The Shady Lady,VEMC Group Corp,11103,41712479,"34-19 30th Avenue, Queens, NY",no
4366,40.733697,-74.002353,THE DUPLEX,"LEGENDARY NIGHT SPOTS, INC",10014,41029356,"61 CHRISTOPHER STREET, Manhattan, NY",no
4367,40.69379,-73.962767,U-gu,Ugu YT INC,11205,50063768,"541 Myrtle ave, Brooklyn, NY",no
4368,40.708309,-73.89792800000001,Okrasa,Krolewskie Jadlo of Ridgewood Inc.,11385,41328863,"66-21 Fresh Pond Road, Queens, NY",no
4369,,,PLADO TASTING BAR,germat of ny inc,10009,app-2019-0002666,"190/192 EAST 2ND STREET, Manhattan, NY",no
4370,40.780215000000005,-73.95003,Noche De Margaritas Restaurant,Noche De Margarita Restaurant INC,10128,41676306,"1726  2ND AVE , Manhattan, NY",no
4371,40.706863,-73.92334100000001,The Cobra Club,Baby Cobra Coalition LLC,11237,41664787,"6 Wyckoff Avenue, Brooklyn, NY",no
4372,40.762240000000006,-73.976298,Wolfnights,ITAI AFEK,10019,50117413,"40 WEST   55 STREET, Manhattan, NY",no
4373,40.889553,-73.899086,Fontanova,EL POLLOCON 2 INC.,10471,50078033,"220 W 242ND STREET , Bronx, NY",no
4374,40.636503999999995,-74.01124899999999,Sweethoney Dessert,Sweethoney Dessert New York. Inc,11220,50095586,"712 60th St, Brooklyn, NY",no
4375,40.759843,-73.98999,EL RANCHO BURRITOS,359 CORP.,10036,41562412,"359 WEST   45 STREET, Manhattan, NY",no
4376,40.759151,-73.99033,ETCETERA ETCETERA,PROGETTO INC,10036,41076408,"352 WEST   44 STREET, Manhattan, NY",no
4377,40.710254,-73.794159,STAR KABAB &amp; CHINESE RESTAURANT,STAR KABAB &amp; CHINEASE RESTAURANT INC.,11432,41697391,"16821 HILLSIDE AVENUE, Queens, NY",no
4378,40.753847,-73.96800999999999,Il Postino,Il Postino inc,10017,40578124,"337 East 49th Street, Manhattan, NY",no
4379,40.64038,-74.00449,Roast 28 Inc,Roast 28 Inc,11220,50081349,"5124  8th Avenue, Brooklyn, NY",no
4380,40.630276,-74.004215,Komorebi Full House,Komorebi FH Company,11219,50098494,"6201  11 Ave , Brooklyn, NY",no
4381,40.755703999999994,-73.99460699999999,Tavolino,PORKY'S SALVATION CORP.,10018,50072452,"496 9th Avenue, Manhattan, NY",no
4382,40.713442,-73.82893299999999,EVA'S KITCHEN,"EVA'S KITCHEN, LLC",11415,50069327,"12036 QUEENS BLVD, Queens, NY",no
4383,40.834872,-73.85451,Brava Cafe,"Lorraine's Bar and Grill, Inc",10462,41720851,"1410 Unionport Road, Bronx, NY",no
4384,40.765679999999996,-73.918818,Viva Viva,C&S EATER-1 LLC,11103,50099853,"34-10  30th Ave, Queens, NY",no
4385,40.711443,-73.94609200000001,Second Chance Saloon,659 Grand st. Inc.,11211,41310149,"659 Grand Street, Brooklyn, NY",no
4386,40.684546000000005,-73.991927,Purepecha Mexican restaurant,Arlo and Santiago inc,11201,50096983,"213 Smith st , Brooklyn, NY",yes
4387,40.730258,-73.994613,White Oak Tavern,Greene Street Enterprises Inc.,10003,50006260,"21  Waverly Place, Manhattan, NY",no
4388,,,The Dakota Bar,53 west 72nd street cafe,10023,41709840,"53 72 Nd street, Manhattan, NY",yes
4389,40.696591,-73.934781,Jones Beach Bar & Cafe,Stuyvesant Entertainment Corporation,11221,50081015,"4  Stuyvesant Avenue, Brooklyn, NY",no
4390,,,Aunt Jake's,"47w 8th Street Operating Group, Inc",10011,41719106,"47w 8th Street, Manhattan, NY",yes
4391,40.688016,-73.993185,Cafe chili,Cafe chili,11201,41248845,"172  Court street , Brooklyn, NY",yes
4392,40.741633,-73.981094,My Friend Duke,Zeta 383 Corp,10016,50086624,"383 Third Ave, Manhattan, NY",no
4393,40.704646000000004,-74.009608,Harry's,One Hanover LLC,10004,41178691,"1 Hanover Square, Manhattan, NY",yes
4394,,,Cositas Ricas,Cositas Ricas Corp,11372,40729439,"79-19 Roosevel Ave., Queens, NY",no
4395,40.758632,-73.988785,SMITH'S HELL'S KITCHEN BAR &amp; RESTAURANT,HAYJAY CORP,10036,50017919,"701 8 AVENUE, Manhattan, NY",no
4396,40.651576,-73.934126,Best Bites Restaurant & Bakery,Best Bites Restaurant & Bakery,11203,40943306,"4601 Church Avenue, Brooklyn, NY",no
4397,40.643357,-74.07654000000001,Beso Restaurant,11 Schuyler St. Corp.,10301,41311453,"11 Schuyler street, Staten Island, NY",no
