,Latitude,Longitude,Restaurant Name,Legal Business Name,Postcode,Food Service Establishment Permit #,Business Address,Landmark District or Building
0,40.8005,-73.952507,Seasoned Vegan,"Seasoned Vegan, LLC",10026,50003337,"55 St. Nicholas Avenue, Manhattan, NY",no
1,40.766845,-73.96270799999999,AMERICAS CAFE &amp; GRILL,68TH GRILL INC,10065,40797684,"1159 3 AVENUE, Manhattan, NY",no
2,40.744338,-73.99624,SUSHI SEKI,SEKI INC,10011,50005983,"208 WEST   23 STREET, Manhattan, NY",no
3,40.850322999999996,-73.933011,Lucky Seven Restaurant & Bar LLC,Lucky Seven Restaurant & Bar LLC,10033,41603214,"1455  St Nicholas Avenue, Manhattan, NY",no
4,40.79167,-73.946688,El Nuevo Carribeno,El Nuevo Carribeno Inc.,10029,50073215,"1675 Lexington Avenue , Manhattan, NY",yes
5,40.669179,-73.979687,LA BRUSCHETTA RESTAURANT,LA BRUSCHETTA RESTAURANT OF NY INC,11215,40601006,"256 7 AVENUE, Brooklyn, NY",no
6,40.748213,-73.98612,Shabu Garden,20 west 33rd street corp.,10001,50092090,"24 w 33rd street, Manhattan, NY",no
7,40.762605,-73.97846,QUALITY BISTRO,"FRENCH ONION SOUP, LLC",10105,50092790,"1345 AVENUE OF THE AMERICAS, Manhattan, NY",no
8,40.79186,-73.971979,Talia's Restaurant Group LLC,Talia's Restaurant Group LLC,10025,40978252,"668 Amsterdam Avenue, Manhattan, NY",no
9,,,Asian Kabab and Curry,Asian Kabab and Curry Inc,11208,50056793,"496 Crescent, Brooklyn, NY",no
10,40.756005,-73.96927600000001,KARIZMA LOUNGE CORP,KARIZMA LOUNGE CORP,10002,41636886,"244 EAST 51 STREET, Manhattan, NY",no
11,40.761926,-73.990098,hudson bagel,narae food inc,10036,50086520,"691 9 ave , Manhattan, NY",no
12,40.726,-74.00930100000001,KANA TAPAS BAR &amp; RESTAURANT,RIOMAR CORP.,10013,40608746,"324 SPRING STREET, Manhattan, NY",no
13,40.703265,-73.986648,Olympia Wine Bar,54 Jay Street Partners LLC,11201,41711468,"54 Jay Street, Brooklyn, NY",yes
14,40.834534000000005,-73.9454,Taszo,Taszo Coffee LLC,10032,50000150,"5 Edward M Morgan Place, Manhattan, NY",no
15,40.51585,-74.23350400000001,W's Bar and Restaurant LLC,W's Bar and Reataurant LLC,10307,50080247,"7001 C  Amboy Road, Staten Island, NY",no
16,40.79757,-73.939146,TACO MIX,EAT REAL TACOS LLC,10029,50078527,"234 EAST  116 STREET, Manhattan, NY",no
17,40.687672,-73.970552,Olea,Gayseahourse Llc,11238,41489414,"171  Lafayette Avenue, Brooklyn, NY",yes
18,40.76034,-73.98919599999999,Don't Tell Mama,DTM PB CORP,10036,41632738,"343-345 West 46th Street, Manhattan, NY",no
19,40.760911,-73.832872,THE DOLAR SHOP,THE DOLAR SHOP RESTAURANT GROUP LLC,11354,50043433,"133-53 37AVE, Queens, NY",no
20,,,Juices for life,3463 juices for life,10465,50017778,"3463 East Fremont ave, Bronx, NY",no
21,40.775294,-73.909498,RIVERCREST,RIVERCREST INC.,11105,50089355,"3315 DITMARS BLVD, Queens, NY",no
22,,,JUYOU LOU,NY HAPPY FAMILY  INC,11354,50098186,"135-29 40 ROAD, Queens, NY",no
23,40.834299,-73.850796,Estrellita Poblana,Gonzalez Jimenez Corp.,10462,41244032,"2231  Westchester Ave, Bronx, NY",no
24,40.72337,-73.988365,La Linea,Allegra Allegra Inc.,10003,40399620,"15 First Avenue, Manhattan, NY",no
25,40.765485,-73.92654399999999,Kelly s,Sondra tesseyman,11106,G780969,"31-04 Crescent street, Queens, NY",no
26,,,Gramercy Bagels,KNL Green Food Inc,10010,41670030,"246 246 3rd ave, Manhattan, NY",no
27,40.747572999999996,-73.98248199999999,Tiberias,Sternbach holdings llc,10016,41474224,"45 E 34th st, Manhattan, NY",no
28,40.625682,-73.998271,Sabor Andino,SABOR ANDINO #2 INC,11219,41682968,"6314  14th Avenue , Brooklyn, NY",no
29,40.821836,-73.95010699999999,Oso,"Oso Hamilton Heights, LLC",10031,50035069,"1616 Amsterdam Ave, Manhattan, NY",no
30,40.799354,-73.938989,ACCESS INITIATIVES,ACCESS INITIATIVES LLC,10035,50109061,"2162 3 AVENUE, Manhattan, NY",no
31,40.635524,-74.026136,Bayridge Sushi,"Bayridge Japanese Cuisine, Inc",11209,50039979,"6914  3rd Ave , Brooklyn, NY",no
32,40.855498,-73.894857,El lider bar restaurant,El lider bar restaurant,10457,41271537,"4535  Park ave , Bronx, NY",no
33,,,Padishah Restaurant,Padishah Corp.,11229,50002771,"1920  1920 Ave U, Brooklyn, NY",no
34,40.733919,-74.00066,Delice & Sarrasin,Delice & Sarrasin llc,10014,50016926,"20 christopher street, Manhattan, NY",yes
35,40.733576,-73.993105,El Cantinero,Beau Maison Corp,10003,40392834,"86 University Place, Manhattan, NY",no
36,40.726085,-73.821537,Holy Schnitzel,Yoniski Caterers LLC,11367,50065634,"7222 Main Street, Queens, NY",no
37,40.737957,-73.998235,Chama Mama,Chama Mama llc,10011,563282,"149 West  14 street , Manhattan, NY",no
38,40.733411,-73.954778,MERCADO LA MERCED NYC,MERCADO LA MERCED NYC INC,11222,50105732,"1008 MANHATTAN AVENUE, Brooklyn, NY",no
39,40.754611,-73.986761,Mexicue,Mexicue,10018,50011690,"1440 Broadway, Manhattan, NY",no
40,40.757269,-73.869208,PARISCIEN BAKERY,PARISCIEN BAKERY CORP,11368,41014673,"99-21 NORTHERN BOULEVARD, Queens, NY",no
41,40.760532,-73.98969100000001,Bareburger,Bare City Three LLC,10036,50000763,"366 West 46 Street , Manhattan, NY",no
42,40.714102000000004,-73.948882,The Alligator Lounge,600 Metropolitan Corp,11211,40999052,"600 Metropolitan Avenue , Brooklyn, NY",no
43,40.6579,-73.890098,Denny's,HLK Diner LLC,11207,50017990,"805  Pennsylvania Ave., Brooklyn, NY",no
44,40.716904,-73.999697,Thai Son,Thai Son Restaurant Inc.,10013,40559606,"89 Baxter Street, Manhattan, NY",no
45,40.760826,-73.827884,FRIENDSHIP FOODS,FRIENDSHIP FOODS INC,11354,50054674,"136-76  39th Ave, Queens, NY",no
46,40.726603999999995,-73.986023,Sidney's Five,SIDNEY'S FIVE LLC,10003,50110275,"103 1 AVENUE, Manhattan, NY",no
47,,,Asian Kabab and Curry,Asian Kabab and Curry Inc,11208,50056793,"496  Crescent Ave, Brooklyn, NY",no
48,40.764201,-73.915672,Paris Oven Inc,Paris Oven Inc,11103,50091036,"38-12  30th Avenue, Queens, NY",no
49,40.775911,-73.957092,Antonucci Cafe,"Virgilia Cafe, Inc",10028,41151982,"168-70  East 81st St, Manhattan, NY",no
50,40.726997999999995,-73.982862,ROSELLA,"LITTLE FISH HOSPITALITY GROUP, LLC",10009,50105094,"137 AVENUE A, Manhattan, NY",no
51,40.691041,-73.92478299999999,THE BROADWAY,HELL'S BELLS LLC,11221,50092251,"1272 BROADWAY, Brooklyn, NY",no
52,40.72891,-74.00068900000001,Old Tbilisi,"174 Bleecker Street, LLC",10012,50011722,"174 Bleecker Street, Manhattan, NY",yes
53,40.771598,-73.907579,ROXY'S,DREAM LOUNGE INC,11105,50083431,"2279 STEINWAY ST, Queens, NY",no
54,40.7252,-73.951616,Three Decker Foods Inc,Three Decker Foods Inc,11222,41531821,"695  Manhattan Avenue, Brooklyn, NY",no
55,40.774390999999994,-73.95723000000001,ELI'S ESSENTIALS,EAT THIRD 79 LLC,10075,50017538,"1390  3RD AVE, Manhattan, NY",no
56,40.743827,-73.98790699999999,Mexicue,Mexicue,10010,50035278,"225 Fifth Avenue, Manhattan, NY",no
57,40.689091,-73.923949,BKLYN PIZZA CO.,BROOKLYN PIZZA &amp; PASTA OF NEW YORK LLC,11221,50043497,"36 RALPH AVENUE, Brooklyn, NY",no
58,40.72583,-74.001851,OMEN JAPANESE CUISINE,"KYOTO OMEN U.S.A., INC.",10012,40374415,"113 THOMPSON STREET, Manhattan, NY",no
59,40.722519,-73.98306600000001,POCO,BECAF LLC,10009,41264019,"33 AVENUE B, Manhattan, NY",no
60,40.836094,-73.8548,AL AQSA RESTAURANT,NIRIBILI RESTAURANT INC,10462,50052857,"2109 STARLING AVENUE, Bronx, NY",no
61,40.714088000000004,-73.989719,OLIVER COFFEE,SEGUNDO MANAGEMENT LLC,10002,50116782,"171 EAST BROADWAY, Manhattan, NY",no
62,,,Gregorys Coffee,Niko Coffee LLC,10036,50047718,"58 West 44th, Manhattan, NY",no
63,40.683382,-73.995417,GERSI,SOVI KITCHEN INC,11231,50051436,"316 COURT STREET, Brooklyn, NY",no
64,40.723347,-73.952118,Amami Bar and Restaurant,Haku Ten Inc,11222,50052779,"57 Nassau Ave, Brooklyn, NY",no
65,40.737424,-73.992599,The Milk Bar at Camp,CAMP NYC INC,10011,50086170,"110 5th Avenue, Manhattan, NY",yes
66,40.697145,-73.93369100000001,Baby Skips,Little Outpost Inc,11221,50015640,"1158 Myrtle Avenue, Brooklyn, NY",no
67,40.783251,-73.978555,Nice Matin,Renolta LLC,10024,40922958,"201 West 79th Street, Manhattan, NY",yes
68,40.703534000000005,-74.014387,STARBUCKS,STARBUCKS CORPORATION,10004,40523972,"24 STATE STREET, Manhattan, NY",yes
69,40.771029,-73.950712,CLGM INC,CLGM INC,10075,41637080,"1481 YORK AVE, Manhattan, NY",no
70,40.742439000000005,-73.872218,Soneros,Soneros Bar Restaurant Inc,11373,50086042,"9202 Corona Avenue, Queens, NY",no
71,40.719704,-74.010242,TRIBECA GRILL,HOMEBOY RESTAURANT INC,10013,40393725,"375 GREENWICH STREET, Manhattan, NY",yes
72,40.742363,-73.982674,PONGAL INDIAN CUISINE,PONGAL INC.,10016,40544107,"110 LEXINGTON AVENUE, Manhattan, NY",no
73,40.804524,-73.955304,Row House,115 Restaurant Corp,10026,50043566,"2153 Frederick Douglass Blvd, Manhattan, NY",no
74,40.722237,-74.002753,Cafe by Shiki,Tane NYC LLC,10013,50099304,"40 Wooster St., Manhattan, NY",no
75,40.768755,-73.955292,Delizia Restaurant Corp.,Delizia Restaurant Corp.,10021,40987257,"1374  1avenue, Manhattan, NY",no
76,40.716947,-73.959248,Jook Sing,Jook Sing Corp,11249,50104520,"135B North 5th Street, Brooklyn, NY",no
77,40.721999,-74.00408,MAMO RESTAURANT,323 MM NYC LLC,10013,50035244,"323  W Broadway, Manhattan, NY",yes
78,40.717653000000006,-73.954449,PINKFROG CAFE,PINKFROG LLC,11211,50112428,"221 NORTH    9 STREET, Brooklyn, NY",no
79,40.750539,-73.87671,Warique,Dream team restaurant associates inc,11372,50105335,"90-04  37 ave , Queens, NY",no
80,40.765363,-73.991433,IL MELOGRANO,SIXSILY LLC,10019,50082931,"501 WEST 51ST , Manhattan, NY",no
81,40.793396,-73.940425,Ricardo Steak House,Ricardo LLC.,10029,41026458,"2145  2nd Avenue, Manhattan, NY",no
82,40.732828999999995,-74.003911,HUNGRY GHOST,HUNGRY GHOST BLEECKER LLC,10014,50113143,"315 BLEECKER STREET, Manhattan, NY",yes
83,,,Momo Crave,Momo Crave LLC,11377,50075766,"3807  69th Street Woodside, Queens, NY",no
84,40.660656,-73.994157,Nostro Ristorante,Agoromi Restaurante LLC,11215,40045350,"710 5th Avenue, Brooklyn, NY",no
85,40.720544,-73.99690799999999,Seamore's,390 Broom Restaurant LLC,10013,50033976,"390 Broome  Street, Manhattan, NY",no
86,40.772465999999994,-73.955679,Mighty Quinn's Barbeque,Upper East BBQ LLC,10075,50044855,"1492 2nd Ave., Manhattan, NY",no
87,40.715351,-73.950678,Kings Co Imperial,Red House BK LLC,11211,50038241,"20 Skillman Avenue, Brooklyn, NY",no
88,40.746021,-73.896275,PASIONES SPORTS-BAR,L &amp; F MARTHA CORP.,11377,40798773,"40-04 69 STREET, Queens, NY",no
89,40.606518,-73.964465,Cafe Renaissance,Cafe Renaissance LLC,11223,40806615,"802 Kings Highway, Brooklyn, NY",no
90,40.739389,-74.006928,Pastis,"Train Design, LLC",10014,50083590,"52-56  Gansevoort Street, Manhattan, NY",yes
91,,,Xi'an Famous Foods,Bei Yuan Men LLC,11201,50100280,"54 Willoughby, Brooklyn, NY",no
92,40.821096000000004,-73.89161700000001,Burger chimi tropical,Burger chimi tropical corp.,10459,50104270,"940 Southern Blvd, Bronx, NY",no
93,40.72935,-73.957497,Magazine bar,Space Bar LLC,11222,50103790,"130 Franklin St, Brooklyn, NY",yes
94,40.871326,-73.877036,LA NUEVA ESTRELLA BAR &amp; RESTAURANT,LOS MUCHACHOS RESTAURANT CORP,10467,41077507,"390 EAST  204 STREET, Bronx, NY",no
95,40.705053,-73.917467,GORDOS CANTINA,"GORDOS 140 ST. NICHOLAS, LLC",11237,50100558,"140 SAINT NICHOLAS AVENUE, Brooklyn, NY",no
96,40.703932,-73.932927,OZI DUMPLING,OZI BROOKLYN INC,11206,50092605,"19 BOGART STREET, Brooklyn, NY",no
97,40.764212,-73.961706,Silver Star,1236 Second Avenue Restaurant Corp,10065,40736836,"1236  Second Avenue, Manhattan, NY",no
98,40.689099,-73.96904,BROOKLYN HERO SHOP,VITO RANDAZZO,11205,50107728,"270 VANDERBILT AVENUE, Brooklyn, NY",yes
99,40.729939,-74.00366600000001,MARKET TABLE,JOHN DORY LLC,10014,41277451,"54 CARMINE STREET, Manhattan, NY",yes
100,40.739227,-73.786192,"Fresh Meadows Apple, LLC","Fresh Meadows Apple, LLC",11365,40815637,"61-48 188th St, Queens, NY",no
101,,,POP & POUR,FRANCISCO & FRANCISCO INC DBA POP & POUR,10040,50056063,"200-8 200 Dyckman Street Frnt 8, Frnt 8, Manhattan, NY",no
102,40.741854,-74.003367,Tao,BD Stanhope LLC,10011,50002692,"369 West 16th Street, Manhattan, NY",no
103,40.828434,-73.91686999999999,Hungry Bird,Mahek Limited Liability Company,10456,50014239,"980 Morris Avenue, Bronx, NY",no
104,40.641052,-74.01455,CAFE RODEO INC,JALAPENOS,11220,50037997,"5714  5th Avenue, Brooklyn, NY",no
105,40.779329,-73.950699,The Writing Room,Samson Grey LLC,10128,50003750,"1703 2nd Avenue, Manhattan, NY",no
106,40.720687,-73.995173,THE USUAL,"153 ELIZABETH HOTEL, LLC",10012,50064208,"30 KENMARE STREET, Manhattan, NY",no
107,40.738153999999994,-74.009025,OLD ROSE,"JANE STREET HOTEL, LLC",10014,50068126,"113 JANE STREET, Manhattan, NY",yes
108,40.702434000000004,-73.913009,chispa,derihu 18 llc.,11237,50092994,"259 st. nicholas ave, Brooklyn, NY",no
109,40.589514,-74.089443,Rab's Country Lanes,"Country Lanes Pizza & Snacks, Inc.",10305,41622592,"1600 Hylan Boulevard, Staten Island, NY",no
110,40.756329,-73.97194,Irving Farm,East 50th Coffee Corp,10022,50057851,"135 East 50th Street, Manhattan, NY",no
111,40.730052,-74.000433,"FCD Oakberry NYC I, LLC","FCD Oakberry NYC I, LLC",10012,50103672,"124 MacDougal Street, Store Parlor South, Manhattan, NY",yes
112,40.64165,-74.013902,El Viejo Jhons Restaurant,El Viejo Jhons Restaurant,11220,50061530,"5603  5th ave , Brooklyn, NY",no
113,40.722316,-73.983214,Eastpoint,25 B Group Rest Ave LLC,10009,41515855,"25 Avenue B, Manhattan, NY",no
114,,,Sushi Teru,Hui&Yuri Inc,10014,4610756,"165 1/2  Hudson Street, Manhattan, NY",yes
115,40.728545000000004,-74.00173199999999,VIlla Mosconi Restaurant,Villa Mosconi Restaurant Inc,10012,40369878,"69 Macdougal Street, Manhattan, NY",yes
116,40.862268,-73.92051500000001,MMCM,MMCM,10034,0,"3803 10TH AVENUE, Manhattan, NY",no
117,40.790153000000004,-73.973226,CHICK CHICK,MISSION 618 CORP,10024,50108954,"618 AMSTERDAM AVENUE, Manhattan, NY",no
118,40.728815000000004,-73.863148,REGO PARK COFFEE SHOP INC,REGO PARK COFFEE SHOP INC,11374,50038802,"9414  63RD DR, Queens, NY",no
119,40.838811,-73.93767700000001,Third Palm Tree Inc,Third Palm Tree Inc.,10032,B0902629,"2145B Amsterdam Avenue, Manhattan, NY",no
120,40.745553,-73.986651,HORTUS NYC,HORTUS NYC,10016,50082095,"271 5TH AVE, Manhattan, NY",no
121,40.720739,-74.00044399999999,BREADS BAKERY,BREAD OF SOHO LLC,10013,50105454,"122 GRAND STREET, Manhattan, NY",yes
122,40.746109999999994,-73.98491800000001,Take31,Take 31 INC,10016,41631487,"15 E  31st ST, Manhattan, NY",no
123,40.720895,-73.991035,Namu Restaurant Corp,Jadis,10002,41160076,"42 Rivington Street, Manhattan, NY",no
124,40.79804,-73.9693,Broadway Restaurant,Trak food inc,10025,40378136,"2664  broadway, Manhattan, NY",no
125,40.752865,-73.9224,LA CHOZA DEL GORDO RESTAURANT,LA CHOZA DEL GORDO CORP,11101,RECORD # 50000956 CODE H25 CLASS/SUBCLASS FS,"4105 NORTHERN BLVD, Queens, NY",no
126,40.826073,-73.94753100000001,Chopped Parsley,Chopped Parsley Inc,10031,50043736,"500 W 146th Street, Manhattan, NY",no
127,40.747999,-74.008496,The Water Hazard,"Konkapot Entertainment, Inc",10011,50104509,"59 Chelsea Piers, Manhattan, NY",no
128,40.716759,-74.00823199999999,Tiny's & The Bar Upstairs,135 West B Food & Drink LLC,10013,41582631,"135  West Broadway , Manhattan, NY",yes
129,40.761451,-73.986727,Time Square Diner,SAS Restaurant LLC,10019,50012465,"807 8th avenue, Manhattan, NY",no
130,40.593932,-73.960871,Coney Island Taste,Coney Island Taste INC,11223,41323665,"2580 Coney Island Ave, Brooklyn, NY",no
131,40.784859000000004,-73.977092,LAND THAI KITCHEN,MEE TUNG LLC,10024,50097427,"450  AMSTERDAM AVE, Manhattan, NY",yes
132,40.741064,-73.99412099999999,Grimaldi's,"Brooklyn Born Holdings Group,Inc",10010,18060,"656 6th Ave, Manhattan, NY",yes
133,40.74677,-74.00485,PEPE GIALLO,SONNY LOU INC,10011,50063757,"195 10 AVENUE, Manhattan, NY",no
134,40.711419,-73.946345,ELEVA COFFEE BAR,ELEVA COFFEE GRAND STREET LLC,11211,50088120,"649 GRAND STREET, Brooklyn, NY",no
135,,,VSPOT,Vegan Wholesale Foods Corp,11217,41643852,"156  156 5th Avenue, Brooklyn, NY",no
136,40.729217,-74.00359399999999,Marble Dessert Bar,M Degree LLC,10014,50098145,"27 Bedford Street, Manhattan, NY",yes
137,40.68998,-73.972227,LOS DOS HERMANOS,LOS  DOS  HERMANOS  INC.,11205,50111404,"266 CARLTON AVENUE, Brooklyn, NY",yes
138,40.714127000000005,-73.99874799999999,Noodle Village,W & G Noodle Village inc,10013,50099504,"13 Mott st., Manhattan, NY",no
139,40.719904,-73.98781,El Castillo De Jagua Restaurant,El Castillo De Jagua Restaurant,10002,40388901,"113 Rivington Street, Manhattan, NY",no
140,,,TARTINE,TARTINE INC,10014,40392496,"285  253 west 11 street, Manhattan, NY",yes
141,40.712675,-73.956613,Leo,Leo Grandpa Corp,11211,50100699,"318 Grand Street, Brooklyn, NY",no
142,40.717694,-73.990466,Cafe Katja,Graz Restaurant LLC,10002,41286452,"79  Orchard Street, Manhattan, NY",no
143,40.753237,-73.974312,MATSUNOYA,"MATSUYA NEW YORK, INC.",10017,41271436,"131 EAST 45TH STREET, Manhattan, NY",no
144,40.753894,-73.984812,PRET A MANGER,PRET A MANAGER (USA) LIMITED,10018,50039136,"1071 AVENUE OF THE AMERICAS, Manhattan, NY",no
145,40.709405,-74.00855200000001,Sushi & Co,Suco hana Inc.,10038,50095141,"67 nassau street, Manhattan, NY",no
146,40.750859000000005,-73.87381500000001,La Hueca,La Hueca Inc.,11372,50085792,"9321 37th ave , Queens, NY",no
147,40.809433,-73.944261,Yuzu,Podo inc,10027,50033552,"350 Lenox ave, Manhattan, NY",no
148,40.744176,-73.776147,BLUE BAY DINER,BLUE BAY REST CORP,11364,40517120,"58-50 FRANCIS LEWIS BOULEVARD, Queens, NY",no
149,40.734972,-73.985945,Follia,179 3rd Avenue LLC,10003,50046879,"179  3rd Avenue, Manhattan, NY",no
150,40.680202,-73.845636,La Bonanza Bakery,La Bonanza Bakery Corp,11417,50007216,"9314 Liberty ave , Queens, NY",no
151,40.71547,-73.747915,Zoe Shack,Zoe Shack LLC,11428,50101275,"211-47 Jamaica ave, Queens, NY",no
152,40.75649,-73.966533,212 Steakhouse Inc,212 Steakhouse,10022,50010711,"316  East 53rd Street, Manhattan, NY",no
153,40.741549,-73.991682,BXL Zoute,Foyer LLC,10010,41696334,"50  W 22nd street, Manhattan, NY",no
154,40.729984,-73.957623,THREES,CLOUET LLC.,11222,50040518,"113 FRANKLIN STREET, Brooklyn, NY",no
155,40.728965,-74.001375,DAME,PESH LLC,10012,50109648,"87 MACDOUGAL STREET, Manhattan, NY",yes
156,,,Jack's Wife Freda,Molly Picon LLC,10012,41636061,"224  Lafayette, Manhattan, NY",no
157,40.678287,-73.968623,Soda Bar,Taiga Restaurant Corp,11238,40881088,"629  Vanderbilt Ave., Brooklyn, NY",yes
158,40.775087,-73.94775200000001,Bailey's Corner,Banna Strand,10028,41400748,"1607 York Ave, Manhattan, NY",no
159,40.743466,-73.979783,Norma gastronomia Siciliana,SOTTOLIO INC,10016,50057641,"438  3RD AVE, Manhattan, NY",no
160,40.714488,-73.936293,Grimm Artisanal Ales,Grimm Ales LLC,11211,1298440,"990 Metropolitan Ave, Brooklyn, NY",no
161,40.670152,-73.98479499999999,BABAGHANOJ SPOT,BABAGHANOJ INC.,11215,50091268,"339 7 STREET, Brooklyn, NY",no
162,,,"TROPICAL DINING ENTERPRISES, INC","TROPICAL DINING ENTERPRISES, INC",11432,50052874,"171-16 HILLSIE AVENUE, Queens, NY",no
163,40.766812,-73.920358,Cafe to go,Win win distribution,11102,41666477,"2858 32nd st, Queens, NY",no
164,40.721361,-73.94246600000001,THE DRIFT,DOW YOUNG GROUP 1 INC,11222,50053680,"579 MEEKER AVENUE, Brooklyn, NY",no
165,40.786124,-73.972451,Pizza Petes,Pizza Pete's LLC,10024,40933602,"528 Columbus Ave, Manhattan, NY",no
166,40.604242,-74.120755,The Manor Restaurant,Manor Road Restaurant Corp,10314,40803444,"917 Manor Road, Staten Island, NY",no
167,40.704465,-73.988293,Celestine Restaurant,1 John Ventures LLC,11201,50069957,"1 John St, Brooklyn, NY",no
168,40.738481,-74.00222600000001,Caffe Aronne,Dahan Hospitality Inc.,10011,50103264,"112  Greenwich Avenue, Manhattan, NY",yes
169,,,Tamarind Tribeca,Sukhmani Inc,10013,41476195,"99  Hudson , Manhattan, NY",yes
170,40.763676000000004,-73.982665,ANGELO'S PIZZA,ANGELO'S PIZZA 1697 INC,10019,41101595,"1697  BROADWAY, Manhattan, NY",yes
171,40.727268,-73.98449699999999,Hanoi House,King Me Kong LLC,10009,50056552,"119 St Marks Place, Manhattan, NY",no
172,40.746851,-73.88380500000001,Las Americas Bakery,Las Americas Colombian Bakery Corp.,11373,50087322,"40-30 82nd Street, Queens, NY",no
173,40.527704,-74.230963,z two restaurant,Z two restaurant and lounge,10309,41597047,"2925  Veterans road west , Staten Island, NY",no
174,,,Spoons,Spoons of 13th Avenue inc,11219,50071004,"5001  13, Brooklyn, NY",no
175,40.815274,-73.958602,Jin Ramen,Jin Ramen Corporation,10027,41615257,"3183 Broadway, Manhattan, NY",no
176,40.719221000000005,-73.996421,c. di palo,"LSMC, LLC",10013,50095837,"151-153 mott street, Manhattan, NY",no
177,40.684671,-73.926406,GRANDCHAMPS,KLEVMAN LLC,11233,50037330,"197 PATCHEN AVENUE, Brooklyn, NY",no
178,40.61777,-73.931569,Franks Pizza,Salvi Pizza Corp,11234,49394329,"2134  Flatbush Av, Brooklyn, NY",no
179,40.764909,-73.771662,D'Alessandro's Corner Grill,Father & Son 39-35 LLC,11361,41664779,"39-35 Bell Blvd, Queens, NY",no
180,40.865921,-73.927709,Satacos,Satacos corp,10034,50104778,"231A  Dyckman street, Manhattan, NY",no
181,40.726386,-73.984309,Ruffian Wine Bar,"PJC Restaurant, LLC",10009,50044253,"125  E 7th St, Manhattan, NY",yes
182,40.715983,-73.951813,The Exley,Mister Blue LLC,11211,41677257,"1 Jackson Street, Brooklyn, NY",no
183,40.780453,-73.953785,Birch Coffee,Outstanding Grounds LLC,10128,50068093,"171 East 88th Street, Manhattan, NY",no
184,40.764682,-73.911975,PICCOLA VENEZIA,PICOLLA VENNEZIA REST. INC.,11103,40367540,"42-01 28 AVENUE, Queens, NY",no
185,40.725962,-73.906095,The Maspeth Pizza House Inc,The Maspeth Pizza House Inc,11378,50058336,"5560 60 street, Queens, NY",no
186,,,khaabar.   baari,khaabar baari. restaurent   and. parti house. inc,11372,41412957,"37-22-73 73street, Queens, NY",no
187,40.633872,-74.026798,Glow Thai,Rung Reung Group LLC,11209,41610426,"7107 3rd Ave, Brooklyn, NY",no
188,40.74763,-73.89159599999999,Prince Laban&Chinese restaurent,Renessa inc.,11372,50069734,"3756 74 street, Queens, NY",no
189,40.723690000000005,-73.951436,Forma,Forma Pasta LLC,11222,50086823,"14 Bedford Avenue, Brooklyn, NY",no
190,40.766622,-73.988599,HUASCAR &amp; CO BAKE SHOP,H BAKE ENTERPRISES LLC,10019,50056983,"453 WEST   54 STREET, Manhattan, NY",no
191,,,Patzeria Perfect Pizza,Patzeria Perfect Pizza,10036,41130849,"231 Wet 46th Street, Manhattan, NY",no
192,40.778038,-73.956661,Thai At Lex,Num Ngern Group INC,10028,APP20190014159,"1244  Lexington Ave, Manhattan, NY",no
193,40.690833000000005,-73.983452,Pierogi Boys,Pierogi Pierogi Corp,11201,50060323,"445 Albee Sq West, Brooklyn, NY",no
194,40.702551,-73.90173100000001,Porcelain,"OneFourNine, LLC",11385,50097330,"880 Woodward Ave., Queens, NY",yes
195,40.730515000000004,-73.984702,Ducks Eatery,Ducks Eatery EV LLC,10003,41681319,"351 East 12th Street, Manhattan, NY",no
196,40.730295,-73.982237,Luthun,Luthun LLC,10009,50094083,"432  E 13 st, Manhattan, NY",no
197,,,Williamsburg Pizza,"Williamsburg Pizza, LLC",11211,41672156,"2654 Union Ave, Brooklyn, NY",no
198,40.609097,-73.970399,Mustard Panini Bar,Mustard panini bar inc,11223,50084323,"462  Avenue p, Brooklyn, NY",no
199,40.77547,-73.952063,GINO'S PIZZERIA RESTAURANT,NONNA ROSA PIZZA INC,10028,40395122,"345 E 83 ST, Manhattan, NY",no
200,40.708206,-73.919855,Sherwoods Keep inc,"Sherwood's Keep,inc",11385,50017217,"203-205 205 Cypress Avenue, Queens, NY",no
201,,,All stars sports bar & grill,alaia wings inc,10019,50077172,"327 west 57 th st , Manhattan, NY",no
202,40.760071999999994,-73.914468,LCP BAR CORP,LCP BAR CORP,11103,50013704,"4320  31st  AVENUE, Queens, NY",no
203,40.746054,-73.97787,Grouben Food Corporation,Grouben Food Corporation,10016,40373669,"515 3 Avenue, Manhattan, NY",no
204,40.713871000000005,-73.956136,Beck and Call NYC,OB Hospitality Inc.,11211,50076322,"84 Havemeyer St., Brooklyn, NY",no
205,,,Devon and blakely,250 Park Group Inc,10177,40510335,"250 Park  250 Park Avenue , Manhattan, NY",no
206,40.747002,-73.985596,Third Floor Cafe,315 Restaurant Group LLC,10016,50059822,"315 5th Avenue, Manhattan, NY",no
207,40.686046999999995,-73.97375799999999,Endswell Bar & Bistro,HEYDAY Cocktail and Cafe LLC,11217,50091554,"773 Fulton St., Brooklyn, NY",no
208,40.76562,-73.97038,AMARANTH,ENTERPRISE RESTAURANT  LLC,10065,40679229,"21 EAST 62nd STREET, Manhattan, NY",yes
209,40.765713,-73.980473,GARNIC DINER &amp; CAFE,CAFE EUROPA OF 57TH STREET INC,10019,50102438,"205 WEST   57 STREET, Manhattan, NY",yes
